	SMARTS_ChKur	SMARTS_Gueymard	SMARTS_newKur	SMARTS_oldKur	SMARTS_ThKur	SMARTS_Wehrli_WRC85	SMARTS_CebChKur		Wave 			"Synthetic/composite Extraterrestrial Spectrum by Chris Gueymard, May 2003"	
1254.0	0.44567	0.4535784	0.44567	0.45816	0.44567	0.44578	0.44567					967	7.80E-01
1255.0	0.44501	0.4530438	0.44501	0.45762	0.44501	0.44492	0.44501					968	7.79E-01
1256.0	0.44307	0.4519152	0.44307	0.45648	0.44307	0.44325	0.44307					969	7.79E-01
1257.0	0.44126	0.4487967	0.44126	0.45333	0.44126	0.44148	0.44126					970	7.78E-01
1258.0	0.44238	0.4511628	0.44238	0.45572	0.44238	0.44178	0.44238					971	7.76E-01
1259.0	0.44009	0.4479651	0.44009	0.45249	0.44009	0.44075	0.44009					972	7.77E-01
1260.0	0.44195	0.4501827	0.44195	0.45472	0.44195	0.44175	0.44195					973	7.69E-01
1261.0	0.44075	0.4492521	0.44075	0.45379	0.44075	0.44015	0.44075					974	7.60E-01
1262.0	0.4353	0.4425201	0.4353	0.44699	0.4353	0.43672	0.4353					975	7.69E-01
1263.0	0.44026	0.4482522	0.44026	0.45278	0.44026	0.43968	0.44026					976	7.65E-01
1264.0	0.43512	0.4419756	0.43512	0.44644	0.43512	0.4357	0.43512					977	7.63E-01
1265.0	0.43462	0.4426686	0.43462	0.44714	0.43462	0.43478	0.43462					978	7.62E-01
1266.0	0.43783	0.4461534	0.43783	0.45066	0.43783	0.43707	0.43783					979	7.56E-01
1267.0	0.43209	0.4391244	0.43209	0.44356	0.43209	0.43296	0.43209					980	7.59E-01
1268.0	0.42909	0.4359366	0.42909	0.44034	0.42909	0.42946	0.42909					981	7.64E-01
1269.0	0.4319	0.4404213	0.4319	0.44487	0.4319	0.43157	0.4319					982	7.61E-01
1270.0	0.43436	0.4421241	0.43436	0.44659	0.43436	0.43452	0.43436					983	7.55E-01
1271.0	0.43449	0.4428963	0.43449	0.44737	0.43449	0.43438	0.43449					984	7.54E-01
1272.0	0.43272	0.4413024	0.43272	0.44576	0.43272	0.43286	0.43272					985	7.55E-01
1273.0	0.43158	0.4408371	0.43158	0.44529	0.43158	0.43152	0.43158					986	7.49E-01
1274.0	0.42836	0.4380651	0.42836	0.44249	0.42836	0.42871	0.42836					987	7.48E-01
1275.0	0.4298	0.4407183	0.4298	0.44517	0.4298	0.42972	0.4298					988	7.49E-01
1276.0	0.43022	0.4419162	0.43022	0.44638	0.43022	0.43049	0.43022					989	7.37E-01
1277.0	0.42944	0.4418766	0.42944	0.44634	0.42944	0.4295	0.42944					990	7.40E-01
1278.0	0.42772	0.4407381	0.42772	0.44519	0.42772	0.42781	0.42772					991	7.42E-01
1279.0	0.42458	0.4379463	0.42458	0.44237	0.42458	0.42463	0.42458					992	7.44E-01
1280.0	0.42135	0.4354317	0.42135	0.43983	0.42135	0.42089	0.42135					993	7.42E-01
1281.0	0.40837	0.4226706	0.40837	0.42694	0.40837	0.4064	0.40837					994	7.42E-01
1282.0	0.36741	0.3758931	0.36741	0.37969	0.36741	0.37345	0.36741					995	7.39E-01
1283.0	0.39636	0.4115925	0.39636	0.41575	0.39636	0.39393	0.39636					996	7.38E-01
1284.0	0.41399	0.4266702	0.41399	0.43098	0.41399	0.41349	0.41399					997	7.38E-01
1285.0	0.41666	0.4290858	0.41666	0.43342	0.41666	0.41664	0.41666					998	7.35E-01
1286.0	0.4175	0.4287789	0.4175	0.43311	0.4175	0.41785	0.4175					999	7.32E-01
1287.0	0.42003	0.4303629	0.42003	0.43471	0.42003	0.41989	0.42003					1000	7.31E-01
1288.0	0.41796	0.4268385	0.41796	0.43115	0.41796	0.41808	0.41796					1001	7.35E-01
1289.0	0.41857	0.4275513	0.41857	0.43187	0.41857	0.41814	0.41857					1002	7.32E-01
1290.0	0.4124	0.4185126	0.4124	0.42274	0.4124	0.41333	0.4124					1003	7.23E-01
1291.0	0.41428	0.4215915	0.41428	0.42585	0.41428	0.41405	0.41428					1004	7.10E-01
1292.0	0.41664	0.4227795	0.41664	0.42705	0.41664	0.41668	0.41664					1005	6.78E-01
1293.0	0.41674	0.4226112	0.41674	0.42688	0.41674	0.41624	0.41674					1006	7.08E-01
1294.0	0.41216	0.4161465	0.41216	0.42035	0.41216	0.41298	0.41216					1007	7.21E-01
1295.0	0.41525	0.4194432	0.41525	0.42368	0.41525	0.41517	0.41525					1008	7.20E-01
1296.0	0.41571	0.4197897	0.41571	0.42403	0.41571	0.41552	0.41571					1009	7.20E-01
1297.0	0.41369	0.4171761	0.41369	0.42139	0.41369	0.41337	0.41369					1010	7.19E-01
1298.0	0.40921	0.412632	0.40921	0.4168	0.40921	0.41016	0.40921					1011	7.17E-01
1299.0	0.41359	0.4170078	0.41359	0.42122	0.41359	0.41314	0.41359					1012	7.14E-01
1300.0	0.41225	0.4153743	0.41225	0.41957	0.41225	0.41229	0.41225					1013	7.14E-01
1301.0	0.41046	0.4140378	0.41046	0.41822	0.41046	0.41038	0.41046					1014	7.09E-01
1302.0	0.40723	0.4095531	0.40723	0.41369	0.40723	0.4075	0.40723					1015	7.05E-01
1303.0	0.40471	0.407682	0.40471	0.4118	0.40471	0.405	0.40471					1016	7.02E-01
1304.0	0.40364	0.4063158	0.40364	0.41042	0.40364	0.40391	0.40364					1017	7.05E-01
1305.0	0.40696	0.4102758	0.40696	0.41442	0.40696	0.4068	0.40696					1018	7.00E-01
1306.0	0.40754	0.4103946	0.40754	0.41454	0.40754	0.40768	0.40754					1019	6.91E-01
1307.0	0.4067	0.4095828	0.4067	0.41372	0.4067	0.40664	0.4067					1020	6.97E-01
1308.0	0.40553	0.4087314	0.40553	0.41286	0.40553	0.40571	0.40553					1021	6.95E-01
1309.0	0.40614	0.409068	0.40614	0.4132	0.40614	0.40619	0.40614					1022	6.92E-01
1310.0	0.40412	0.4071375	0.40412	0.41125	0.40412	0.40416	0.40412					1023	7.00E-01
1311.0	0.40319	0.4061079	0.40319	0.41021	0.40319	0.40313	0.40319					1024	6.98E-01
1312.0	0.39785	0.4031478	0.39785	0.40722	0.39785	0.39729	0.39785					1025	6.97E-01
1313.0	0.39075	0.3908421	0.39075	0.39479	0.39075	0.39188	0.39075					1026	6.96E-01
1314.0	0.40045	0.4027122	0.40045	0.40678	0.40045	0.39996	0.40045					1027	6.94E-01
1315.0	0.39033	0.3916242	0.39033	0.39558	0.39033	0.39091	0.39033					1028	6.93E-01
1316.0	0.39157	0.3942081	0.39157	0.3982	0.39157	0.39163	0.39157					1029	6.85E-01
1317.0	0.39989	0.4011579	0.39989	0.40521	0.39989	0.39925	0.39989					1030	6.88E-01
1318.0	0.39459	0.3954654	0.39459	0.39946	0.39459	0.39604	0.39459					1031	6.86E-01
1319.0	0.39982	0.4009302	0.39982	0.40498	0.39982	0.3991	0.39982					1032	6.83E-01
1320.0	0.39822	0.3987522	0.39822	0.40278	0.39822	0.39821	0.39822					1033	6.73E-01
1321.0	0.39533	0.3954456	0.39533	0.39944	0.39533	0.39568	0.39533					1034	6.73E-01
1322.0	0.39524	0.3953763	0.39524	0.39937	0.39524	0.39542	0.39524					1035	6.75E-01
1323.0	0.3954	0.3950199	0.3954	0.39901	0.3954	0.39535	0.3954					1036	6.79E-01
1324.0	0.39563	0.3951585	0.39563	0.39915	0.39563	0.39555	0.39563					1037	6.68E-01
1325.0	0.39452	0.3936933	0.39452	0.39767	0.39452	0.39467	0.39452					1038	6.71E-01
1326.0	0.3928	0.3922875	0.3928	0.39625	0.3928	0.39252	0.3928					1039	6.71E-01
1327.0	0.39001	0.388773	0.39001	0.3927	0.39001	0.39062	0.39001					1040	6.68E-01
1328.0	0.39145	0.3906243	0.39145	0.39457	0.39145	0.39034	0.39145					1041	6.72E-01
1329.0	0.38088	0.3794967	0.38088	0.38333	0.38088	0.38276	0.38088					1042	6.67E-01
1330.0	0.38718	0.3854763	0.38718	0.38937	0.38718	0.38662	0.38718					1043	6.65E-01
1331.0	0.38951	0.3876543	0.38951	0.39157	0.38951	0.38894	0.38951					1044	6.68E-01
1332.0	0.38158	0.3784968	0.38158	0.38232	0.38158	0.38312	0.38158					1045	6.59E-01
1333.0	0.38794	0.386991	0.38794	0.3909	0.38794	0.38713	0.38794					1046	6.52E-01
1334.0	0.38941	0.3868425	0.38941	0.39075	0.38941	0.38942	0.38941					1047	6.59E-01
1335.0	0.38792	0.3856347	0.38792	0.38953	0.38792	0.38781	0.38792					1048	6.63E-01
1336.0	0.38621	0.3823083	0.38621	0.38618	0.38621	0.38636	0.38621					1049	6.61E-01
1337.0	0.38661	0.3828528	0.38661	0.38672	0.38661	0.38664	0.38661					1050	6.58E-01
1338.0	0.38469	0.3809421	0.38469	0.38479	0.38469	0.38469	0.38469					1051	6.58E-01
1339.0	0.37964	0.3756951	0.37964	0.37949	0.37964	0.37984	0.37964					1052	6.56E-01
1340.0	0.37918	0.3743883	0.37918	0.37817	0.37918	0.37949	0.37918					1053	6.51E-01
1341.0	0.38353	0.38167512	0.38353	0.38244	0.38353	0.38338	0.38353					1054	6.54E-01
1342.0	0.38214	0.38019808	0.38214	0.38096	0.38214	0.38237	0.38214					1055	6.55E-01
1343.0	0.38201	0.37976894	0.38201	0.38053	0.38201	0.38213	0.38201					1056	6.54E-01
1344.0	0.38245	0.37985876	0.38245	0.38062	0.38245	0.38237	0.38245					1057	6.52E-01
1345.0	0.38212	0.37952942	0.38212	0.38029	0.38212	0.3818	0.38212					1058	6.37E-01
1346.0	0.37875	0.37553742	0.37875	0.37629	0.37875	0.37927	0.37875					1059	6.39E-01
1347.0	0.38001	0.37760328	0.38001	0.37836	0.38001	0.37983	0.38001					1060	6.38E-01
1348.0	0.37977	0.37663522	0.37977	0.37739	0.37977	0.37973	0.37977					1061	6.38E-01
1349.0	0.37826	0.3754975	0.37826	0.37625	0.37826	0.37799	0.37826					1062	6.43E-01
1350.0	0.37354	0.3708069	0.37354	0.37155	0.37354	0.37423	0.37354					1063	6.37E-01
1351.0	0.37492	0.37166518	0.37492	0.37241	0.37492	0.37503	0.37492					1064	6.44E-01
1352.0	0.37753	0.37532784	0.37753	0.37608	0.37753	0.37724	0.37753					1065	6.42E-01
1353.0	0.3765	0.37401048	0.3765	0.37476	0.3765	0.37657	0.3765					1066	6.27E-01
1354.0	0.37518	0.37294262	0.37518	0.37369	0.37518	0.37494	0.37518					1067	6.36E-01
1355.0	0.37018	0.36827198	0.37018	0.36901	0.37018	0.37106	0.37018					1068	6.24E-01
1356.0	0.37028	0.368761	0.37028	0.3695	0.37028	0.36954	0.37028					1069	6.04E-01
1357.0	0.36686	0.36438976	0.36686	0.36512	0.36686	0.36797	0.36686					1070	6.26E-01
1358.0	0.37163	0.36996858	0.37163	0.37071	0.37163	0.37132	0.37163					1071	6.30E-01
1359.0	0.37026	0.36903046	0.37026	0.36977	0.37026	0.36999	0.37026					1072	6.27E-01
1360.0	0.36672	0.36463926	0.36672	0.36537	0.36672	0.36745	0.36672					1073	6.17E-01
1361.0	0.37109	0.37026798	0.37109	0.37101	0.37109	0.37079	0.37109					1074	6.27E-01
1362.0	0.37019	0.3693598	0.37019	0.3701	0.37019	0.36945	0.37019					1075	6.13E-01
1363.0	0.36376	0.36185484	0.36376	0.36258	0.36376	0.3652	0.36376					1076	6.27E-01
1364.0	0.36735	0.36683486	0.36735	0.36757	0.36735	0.36689	0.36735					1077	6.27E-01
1365.0	0.36767	0.36628596	0.36767	0.36702	0.36767	0.36752	0.36767					1078	6.18E-01
1366.0	0.36712	0.3659167	0.36712	0.36665	0.36712	0.36683	0.36712					1079	6.14E-01
1367.0	0.36372	0.3624237	0.36372	0.36315	0.36372	0.36438	0.36372					1080	6.23E-01
1368.0	0.36503	0.3655674	0.36503	0.3663	0.36503	0.36431	0.36503					1081	6.06E-01
1369.0	0.36037	0.35886084	0.36037	0.35958	0.36037	0.36101	0.36037					1082	6.00E-01
1370.0	0.3605	0.35912032	0.3605	0.35984	0.3605	0.3607	0.3605					1083	5.99E-01
1371.0	0.36025	0.35948958	0.36025	0.36021	0.36025	0.36054	0.36025					1084	6.14E-01
1372.0	0.36355	0.36313228	0.36355	0.36386	0.36355	0.36331	0.36355					1085	6.18E-01
1373.0	0.36398	0.36294266	0.36398	0.36367	0.36398	0.36415	0.36398					1086	6.10E-01
1374.0	0.36276	0.36291272	0.36276	0.36364	0.36276	0.36239	0.36276					1087	5.89E-01
1375.0	0.35879	0.35749358	0.35879	0.35821	0.35879	0.35871	0.35879					1088	6.02E-01
1376.0	0.35504	0.35350158	0.35504	0.35421	0.35504	0.356	0.35504					1089	6.02E-01
1377.0	0.35868	0.35790276	0.35868	0.35862	0.35868	0.35812	0.35868					1090	6.10E-01
1378.0	0.35821	0.35651554	0.35821	0.35723	0.35821	0.35882	0.35821					1091	6.07E-01
1379.0	0.36099	0.36034786	0.36099	0.36107	0.36099	0.36043	0.36099					1092	6.01E-01
1380.0	0.35837	0.35682492	0.35837	0.35754	0.35837	0.35885	0.35837					1093	5.81E-01
1381.0	0.35904	0.35784288	0.35904	0.35856	0.35904	0.35831	0.35904					1094	5.57E-01
1382.0	0.35428	0.3527431	0.35428	0.35345	0.35428	0.35518	0.35428					1095	5.84E-01
1383.0	0.3552	0.35376106	0.3552	0.35447	0.3552	0.35518	0.3552					1096	5.83E-01
1384.0	0.35738	0.3559367	0.35738	0.35665	0.35738	0.35688	0.35738					1097	5.84E-01
1385.0	0.35432	0.35242374	0.35432	0.35313	0.35432	0.35494	0.35432					1098	5.76E-01
1386.0	0.35556	0.35492872	0.35556	0.35564	0.35556	0.35508	0.35556					1099	5.89E-01
1387.0	0.35348	0.35135588	0.35348	0.35206	0.35348	0.35393	0.35348					1100	5.93E-01
1388.0	0.3546	0.35277304	0.3546	0.35348	0.3546	0.35464	0.3546					1101	5.85E-01
1389.0	0.35536	0.35406046	0.35536	0.35477	0.35536	0.35448	0.35536					1102	5.77E-01
1390.0	0.34942	0.34736388	0.34942	0.34806	0.34942	0.35083	0.34942					1103	5.89E-01
1391.0	0.3536	0.35242374	0.3536	0.35313	0.3536	0.353	0.3536					1104	5.87E-01
1392.0	0.35296	0.351795	0.35296	0.3525	0.35296	0.35296	0.35296					1105	5.86E-01
1393.0	0.35134	0.35007844	0.35134	0.35078	0.35134	0.35144	0.35134					1106	5.85E-01
1394.0	0.34933	0.3476034	0.34933	0.3483	0.34933	0.34975	0.34933					1107	5.82E-01
1395.0	0.34854	0.34754352	0.34854	0.34824	0.34854	0.34862	0.34854					1108	5.83E-01
1396.0	0.34965	0.34942974	0.34965	0.35013	0.34965	0.34951	0.34965					1109	5.82E-01
1397.0	0.35008	0.34931996	0.35008	0.35002	0.35008	0.35025	0.35008					1110	5.82E-01
1398.0	0.35003	0.34951956	0.35003	0.35022	0.35003	0.34998	0.35003					1111	5.78E-01
1399.0	0.34886	0.34886088	0.34886	0.34956	0.34886	0.34796	0.34886					1112	5.74E-01
1400.0	0.34002	0.33896072	0.34002	0.33964	0.34002	0.34159	0.34002					1113	5.73E-01
1401.0	0.34179	0.33929376	0.34179	0.34203	0.34179	0.34193	0.34179					1114	5.78E-01
1402.0	0.3455	0.34411488	0.3455	0.34689	0.3455	0.34472	0.3455					1115	5.73E-01
1403.0	0.34223	0.34013696	0.34223	0.34288	0.34223	0.34296	0.34223					1116	5.73E-01
1404.0	0.34277	0.34105952	0.34277	0.34381	0.34277	0.34227	0.34277					1117	5.76E-01
1405.0	0.34188	0.34011712	0.34188	0.34286	0.34188	0.34252	0.34188					1118	5.70E-01
1406.0	0.34305	0.3416448	0.34305	0.3444	0.34305	0.34274	0.34305					1119	5.63E-01
1407.0	0.34177	0.3408512	0.34177	0.3436	0.34177	0.34185	0.34177					1120	5.63E-01
1408.0	0.34168	0.34006752	0.34168	0.34281	0.34168	0.34197	0.34168					1121	5.66E-01
1409.0	0.34229	0.34117856	0.34229	0.34393	0.34229	0.34227	0.34229					1122	5.69E-01
1410.0	0.34167	0.34046432	0.34167	0.34321	0.34167	0.34166	0.34167					1123	5.68E-01
1411.0	0.33712	0.33766688	0.33712	0.34039	0.33712	0.33659	0.33712					1124	5.64E-01
1412.0	0.33153	0.3291952	0.33153	0.33185	0.33153	0.33241	0.33153					1125	5.48E-01
1413.0	0.33406	0.33289536	0.33406	0.33558	0.33406	0.33472	0.33406					1126	5.54E-01
1414.0	0.33679	0.33704192	0.33679	0.33976	0.33679	0.33634	0.33679					1127	5.58E-01
1415.0	0.33755	0.33707168	0.33755	0.33979	0.33755	0.33748	0.33755					1128	5.56E-01
1416.0	0.3358	0.33502816	0.3358	0.33773	0.3358	0.33632	0.3358					1129	5.50E-01
1417.0	0.33673	0.3374784	0.33673	0.3402	0.33673	0.33658	0.33673					1130	5.51E-01
1418.0	0.33698	0.3377264	0.33698	0.34045	0.33698	0.33665	0.33698					1131	5.54E-01
1419.0	0.33397	0.3339072	0.33397	0.3366	0.33397	0.33402	0.33397					1132	5.54E-01
1420.0	0.33204	0.33269696	0.33204	0.33538	0.33204	0.33285	0.33204					1133	5.45E-01
1421.0	0.33263	0.33594218	0.33263	0.33797	0.33263	0.33182	0.33263					1134	5.50E-01
1422.0	0.32751	0.32874562	0.32751	0.33073	0.32751	0.32768	0.32751					1135	5.50E-01
1423.0	0.32759	0.32883508	0.32759	0.33082	0.32759	0.32769	0.32759					1136	5.51E-01
1424.0	0.3268	0.3277218	0.3268	0.3297	0.3268	0.3277	0.3268					1137	5.45E-01
1425.0	0.32909	0.33256258	0.32909	0.33457	0.32909	0.32777	0.32909					1138	5.38E-01
1426.0	0.32283	0.32305994	0.32283	0.32501	0.32283	0.32403	0.32283					1139	5.40E-01
1427.0	0.32496	0.32745342	0.32496	0.32943	0.32496	0.32482	0.32496					1140	5.36E-01
1428.0	0.32734	0.3303559	0.32734	0.33235	0.32734	0.3265	0.32734					1141	5.37E-01
1429.0	0.32133	0.32346748	0.32133	0.32542	0.32133	0.32245	0.32133					1142	5.39E-01
1430.0	0.32281	0.32277168	0.32281	0.32472	0.32281	0.32254	0.32281					1143	5.40E-01
1431.0	0.32388	0.32421298	0.32388	0.32617	0.32388	0.32464	0.32388					1144	5.35E-01
1432.0	0.32853	0.33114116	0.32853	0.33314	0.32853	0.32804	0.32853					1145	5.40E-01
1433.0	0.32845	0.33067398	0.32845	0.33267	0.32845	0.32803	0.32845					1146	5.43E-01
1434.0	0.32447	0.3250877	0.32447	0.32705	0.32447	0.32508	0.32447					1147	5.42E-01
1435.0	0.32641	0.32731426	0.32641	0.32929	0.32641	0.32612	0.32641					1148	5.38E-01
1436.0	0.32573	0.32661846	0.32573	0.32859	0.32573	0.3259	0.32573					1149	5.37E-01
1437.0	0.32651	0.32786096	0.32651	0.32984	0.32651	0.3262	0.32651					1150	5.36E-01
1438.0	0.32539	0.32601212	0.32539	0.32798	0.32539	0.32585	0.32539					1151	5.35E-01
1439.0	0.32657	0.32855676	0.32657	0.33054	0.32657	0.32519	0.32657					1152	5.31E-01
1440.0	0.3123	0.31269252	0.3123	0.31458	0.3123	0.31394	0.3123					1153	5.34E-01
1441.0	0.31487	0.31694684	0.31487	0.31887	0.31487	0.31437	0.31487					1154	5.35E-01
1442.0	0.31597	0.3158435	0.31597	0.31775	0.31597	0.31625	0.31597					1155	5.32E-01
1443.0	0.31569	0.31780168	0.31569	0.31972	0.31569	0.31581	0.31569					1156	5.30E-01
1444.0	0.31693	0.31911376	0.31693	0.32104	0.31693	0.31697	0.31693					1157	5.31E-01
1445.0	0.31825	0.31929268	0.31825	0.32122	0.31825	0.31833	0.31825					1158	5.29E-01
1446.0	0.31994	0.32135026	0.31994	0.32329	0.31994	0.31947	0.31994					1159	5.17E-01
1447.0	0.31652	0.31760288	0.31652	0.31952	0.31652	0.31736	0.31652					1160	5.18E-01
1448.0	0.31982	0.3209626	0.31982	0.3229	0.31982	0.31942	0.31982					1161	5.08E-01
1449.0	0.31943	0.32025686	0.31943	0.32219	0.31943	0.31937	0.31943					1162	5.22E-01
1450.0	0.31625	0.31774204	0.31625	0.31966	0.31625	0.3163	0.31625					1163	5.22E-01
1451.0	0.31182	0.31366664	0.31182	0.31556	0.31182	0.31216	0.31182					1164	5.15E-01
1452.0	0.31279	0.31354736	0.31279	0.31544	0.31279	0.3128	0.31279					1165	5.18E-01
1453.0	0.31467	0.31538626	0.31467	0.31729	0.31467	0.3145	0.31467					1166	5.13E-01
1454.0	0.31142	0.31282174	0.31142	0.31471	0.31142	0.31179	0.31142					1167	5.17E-01
1455.0	0.31061	0.31209612	0.31061	0.31398	0.31061	0.31034	0.31061					1168	5.18E-01
1456.0	0.30979	0.30956142	0.30979	0.31143	0.30979	0.31044	0.30979					1169	5.07E-01
1457.0	0.31211	0.3124142	0.31211	0.3143	0.31211	0.31222	0.31211					1170	5.16E-01
1458.0	0.3149	0.31612182	0.3149	0.31803	0.3149	0.31463	0.3149					1171	5.18E-01
1459.0	0.31576	0.31746372	0.31576	0.31938	0.31576	0.31541	0.31576					1172	5.16E-01
1460.0	0.31273	0.31366664	0.31273	0.31556	0.31273	0.31311	0.31273					1173	5.16E-01
1461.0	0.31222	0.31308018	0.31222	0.31497	0.31222	0.31187	0.31222					1174	5.13E-01
1462.0	0.3091	0.3101777	0.3091	0.31205	0.3091	0.30951	0.3091					1175	4.99E-01
1463.0	0.30732	0.30822946	0.30732	0.31009	0.30732	0.30728	0.30732					1176	5.07E-01
1464.0	0.30726	0.30819964	0.30726	0.31006	0.30726	0.30788	0.30726					1177	5.07E-01
1465.0	0.30866	0.31157924	0.30866	0.31346	0.30866	0.30796	0.30866					1178	5.01E-01
1466.0	0.30622	0.30695714	0.30622	0.30881	0.30622	0.30715	0.30622					1179	5.09E-01
1467.0	0.31067	0.31321934	0.31067	0.31511	0.31067	0.30965	0.31067					1180	5.10E-01
1468.0	0.30623	0.30750384	0.30623	0.30936	0.30623	0.30737	0.30623					1181	5.06E-01
1469.0	0.30974	0.31200666	0.30974	0.31389	0.30974	0.30916	0.30974					1182	5.00E-01
1470.0	0.30703	0.31009818	0.30703	0.31197	0.30703	0.3068	0.30703					1183	4.86E-01
1471.0	0.30291	0.30413728	0.30291	0.30659	0.30291	0.3036	0.30291					1184	5.00E-01
1472.0	0.30411	0.30581376	0.30411	0.30828	0.30411	0.30397	0.30411					1185	5.04E-01
1473.0	0.302	0.30551616	0.302	0.30798	0.302	0.30133	0.302					1186	5.03E-01
1474.0	0.2967	0.2970544	0.2967	0.29945	0.2967	0.29844	0.2967					1187	5.03E-01
1475.0	0.30089	0.30349248	0.30089	0.30594	0.30089	0.30005	0.30089					1188	4.85E-01
1476.0	0.30068	0.30369088	0.30068	0.30614	0.30068	0.30062	0.30068					1189	4.84E-01
1477.0	0.30006	0.30250048	0.30006	0.30494	0.30006	0.30034	0.30006					1190	4.98E-01
1478.0	0.29904	0.30228224	0.29904	0.30472	0.29904	0.29922	0.29904					1191	5.01E-01
1479.0	0.30193	0.30461344	0.30193	0.30707	0.30193	0.30198	0.30193					1192	4.99E-01
1480.0	0.30326	0.30626016	0.30326	0.30873	0.30326	0.30286	0.30326					1193	4.98E-01
1481.0	0.29926	0.30178624	0.29926	0.30422	0.29926	0.30018	0.29926					1194	4.97E-01
1482.0	0.30128	0.30462336	0.30128	0.30708	0.30128	0.30019	0.30128					1195	4.91E-01
1483.0	0.29579	0.29812576	0.29579	0.30053	0.29579	0.29719	0.29579					1196	4.92E-01
1484.0	0.29908	0.3017168	0.29908	0.30415	0.29908	0.29909	0.29908					1197	4.80E-01
1485.0	0.30277	0.30607168	0.30277	0.30854	0.30277	0.30195	0.30277					1198	4.74E-01
1486.0	0.2991	0.30167712	0.2991	0.30411	0.2991	0.29942	0.2991					1199	4.69E-01
1487.0	0.29585	0.29989152	0.29585	0.30231	0.29585	0.29227	0.29585					1200	4.89E-01
1488.0	0.26922	0.26525088	0.26922	0.26739	0.26922	0.27617	0.26922					1201	4.91E-01
1489.0	0.29189	0.29909792	0.29189	0.30151	0.29189	0.28885	0.29189					1202	4.88E-01
1490.0	0.29879	0.30093312	0.29879	0.30336	0.29879	0.29875	0.29879					1203	4.68E-01
1491.0	0.29849	0.30174656	0.29849	0.30418	0.29849	0.29805	0.29849					1204	4.79E-01
1492.0	0.29628	0.29772896	0.29628	0.30013	0.29628	0.29703	0.29628					1205	4.85E-01
1493.0	0.29861	0.30200448	0.29861	0.30444	0.29861	0.29836	0.29861					1206	4.85E-01
1494.0	0.29924	0.30189536	0.29924	0.30433	0.29924	0.29916	0.29924					1207	4.84E-01
1495.0	0.29779	0.30074464	0.29779	0.30317	0.29779	0.29682	0.29779					1208	4.60E-01
1496.0	0.28925	0.2914	0.28925	0.29375	0.28925	0.29104	0.28925					1209	4.69E-01
1497.0	0.29261	0.29683616	0.29261	0.29923	0.29261	0.29225	0.29261					1210	4.71E-01
1498.0	0.29507	0.29945504	0.29507	0.30187	0.29507	0.29438	0.29507					1211	4.73E-01
1499.0	0.29247	0.29527872	0.29247	0.29766	0.29247	0.29365	0.29247					1212	4.79E-01
1500.0	0.29617	0.3007744	0.29617	0.3032	0.29617	0.29554	0.29617					1213	4.78E-01
1501.0	0.29555	0.29990144	0.29555	0.30232	0.29555	0.29536	0.29555					1214	4.78E-01
1502.0	0.28941	0.29743136	0.28941	0.29983	0.28941	0.28705	0.28941					1215	4.78E-01
1503.0	0.27008	0.26919904	0.27008	0.27137	0.27008	0.27489	0.27008					1216	4.77E-01
1504.0	0.27841	0.28318624	0.27841	0.28547	0.27841	0.27501	0.27841					1217	4.76E-01
1505.0	0.2673	0.27149056	0.2673	0.27368	0.2673	0.27006	0.2673					1218	4.74E-01
1506.0	0.27933	0.28367232	0.27933	0.28596	0.27933	0.27915	0.27933					1219	4.72E-01
1507.0	0.28943	0.29376096	0.28943	0.29614	0.28943	0.28816	0.28943					1220	4.74E-01
1508.0	0.28601	0.29027904	0.28601	0.29262	0.28601	0.28634	0.28601					1221	4.72E-01
1509.0	0.28535	0.28804704	0.28535	0.29037	0.28535	0.28622	0.28535					1222	4.70E-01
1510.0	0.29123	0.29393952	0.29123	0.29631	0.29123	0.29079	0.29123					1223	4.68E-01
1511.0	0.29178	0.29445536	0.29178	0.29683	0.29178	0.2911	0.29178					1224	4.70E-01
1512.0	0.28655	0.28845376	0.28655	0.29078	0.28655	0.28713	0.28655					1225	4.68E-01
1513.0	0.28468	0.28729312	0.28468	0.28961	0.28468	0.28453	0.28468					1226	4.66E-01
1514.0	0.28421	0.2850016	0.28421	0.2873	0.28421	0.28484	0.28421					1227	4.57E-01
1515.0	0.28675	0.28806688	0.28675	0.29039	0.28675	0.28628	0.28675					1228	4.64E-01
1516.0	0.2855	0.2871968	0.2855	0.28864	0.2855	0.28546	0.2855					1229	4.65E-01
1517.0	0.28415	0.28525655	0.28415	0.28669	0.28415	0.28495	0.28415					1230	4.63E-01
1518.0	0.28743	0.2897042	0.28743	0.29116	0.28743	0.28657	0.28743					1231	4.61E-01
1519.0	0.28428	0.2849481	0.28428	0.28638	0.28428	0.28532	0.28428					1232	4.59E-01
1520.0	0.28616	0.28786345	0.28616	0.28931	0.28616	0.28491	0.28616					1233	4.60E-01
1521.0	0.28086	0.2808288	0.28086	0.28224	0.28086	0.28162	0.28086					1234	4.57E-01
1522.0	0.27937	0.2803114	0.27937	0.28172	0.27937	0.27992	0.27937					1235	4.57E-01
1523.0	0.28204	0.28448045	0.28204	0.28592	0.28204	0.28173	0.28204					1236	4.58E-01
1524.0	0.28229	0.28459985	0.28229	0.28603	0.28229	0.28185	0.28229					1237	4.58E-01
1525.0	0.27908	0.2784607	0.27908	0.27986	0.27908	0.28051	0.27908					1238	4.57E-01
